ds,predicted_monthly_cost,service
2025-02-01,0.05884502391672938,Inspector
2025-03-01,0.014660520552678954,Inspector
2025-04-01,0.0034805280946982597,Inspector
2025-05-01,0.0,Inspector
2025-06-01,0.0,Inspector
2025-07-01,0.0,Inspector
2025-08-01,0.0,Inspector
2025-09-01,0.0,Inspector
2025-10-01,4.655981217239321,Inspector
2025-11-01,0.5018185654951489,Inspector
2025-12-01,0.0,Inspector
2026-01-01,0.0,Inspector
2026-02-01,0.0,Inspector
2026-03-01,0.0,Inspector
2026-04-01,0.0,Inspector
2026-05-01,0.0,Inspector
2026-06-01,0.0,Inspector
2026-07-01,0.0,Inspector
2026-08-01,0.0,Inspector
2026-09-01,0.0,Inspector
2026-10-01,0.0,Inspector
2024-11-01,0.36286741140740586,Key Management Service
2024-12-01,1.0154471938539837,Key Management Service
2025-01-01,0.9988162756033658,Key Management Service
2025-02-01,1.996964314926983,Key Management Service
2025-03-01,2.8971775929418024,Key Management Service
2025-04-01,3.871816836167307,Key Management Service
2025-05-01,4.853591425668297,Key Management Service
2025-06-01,5.951405147375028,Key Management Service
2025-07-01,6.021167555274227,Key Management Service
2025-08-01,6.018873757479659,Key Management Service
2025-09-01,6.029941750949024,Key Management Service
2025-10-01,6.7936914440873855,Key Management Service
2025-11-01,6.346603924611796,Key Management Service
2025-12-01,7.202043464903658,Key Management Service
2026-01-01,7.1773887315686045,Key Management Service
2026-02-01,7.5509426502346635,Key Management Service
2026-03-01,9.066891545904022,Key Management Service
2026-04-01,9.823147458607446,Key Management Service
2026-05-01,10.986230074909336,Key Management Service
2026-06-01,11.898776579758744,Key Management Service
2026-07-01,12.17196782091776,Key Management Service
2026-08-01,12.164175647134732,Key Management Service
2026-09-01,11.979536413479995,Key Management Service
2026-10-01,12.941031519553023,Key Management Service
2024-11-01,0.0,Lambda
2024-12-01,0.0,Lambda
2025-01-01,0.0,Lambda
2025-02-01,0.0,Lambda
2025-03-01,0.0,Lambda
2025-04-01,0.0,Lambda
2025-05-01,0.0,Lambda
2025-06-01,0.0,Lambda
2025-07-01,0.0,Lambda
2025-08-01,0.0,Lambda
2025-09-01,0.0,Lambda
2025-10-01,0.0,Lambda
2025-11-01,0.0,Lambda
2025-12-01,0.0,Lambda
2026-01-01,0.0,Lambda
2026-02-01,0.0,Lambda
2026-03-01,0.0,Lambda
2026-04-01,0.0,Lambda
2026-05-01,0.0,Lambda
2026-06-01,0.0,Lambda
2026-07-01,0.0,Lambda
2026-08-01,0.0,Lambda
2026-09-01,0.0,Lambda
2026-10-01,0.0,Lambda
2024-11-01,0.0,Lightsail
2024-12-01,0.0,Lightsail
2025-01-01,3.323263923919943e-06,Lightsail
2025-02-01,0.0,Lightsail
2025-03-01,3.3520264796529524e-08,Lightsail
2025-04-01,9.802883444129901e-08,Lightsail
2025-05-01,1.2218158168459793e-08,Lightsail
2025-06-01,1.197745109028008e-08,Lightsail
2025-07-01,4.1790860883726416e-08,Lightsail
2025-08-01,0.0,Lightsail
2025-09-01,0.0,Lightsail
2025-10-01,0.0,Lightsail
2025-11-01,0.0,Lightsail
2025-12-01,0.0,Lightsail
2026-01-01,2.4830471057683036e-06,Lightsail
2026-02-01,0.0,Lightsail
2026-03-01,0.0,Lightsail
2026-04-01,0.0,Lightsail
2026-05-01,0.0,Lightsail
2026-06-01,0.0,Lightsail
2026-07-01,0.0,Lightsail
2026-08-01,0.0,Lightsail
2026-09-01,0.0,Lightsail
2026-10-01,0.0,Lightsail
2024-11-01,0.00888829983831424,Location Service
2024-12-01,0.00915168545245417,Location Service
2025-01-01,0.009098209613717398,Location Service
2025-02-01,0.008380410657375752,Location Service
2025-03-01,0.001561298129787254,Location Service
2025-04-01,6.656280275841624e-05,Location Service
2025-05-01,3.332203288644436e-05,Location Service
2025-06-01,3.6404220595695233e-06,Location Service
2025-07-01,9.072389693336813e-06,Location Service
2025-08-01,0.0,Location Service
2025-09-01,0.0,Location Service
2025-10-01,0.0003659449994871048,Location Service
2025-11-01,0.0,Location Service
2025-12-01,0.0,Location Service
2026-01-01,0.0,Location Service
2026-02-01,0.0,Location Service
2026-03-01,0.0,Location Service
2026-04-01,0.0,Location Service
2026-05-01,0.0,Location Service
2026-06-01,0.0,Location Service
2026-07-01,0.0,Location Service
2026-08-01,0.0,Location Service
2026-09-01,0.0,Location Service
2026-10-01,0.0,Location Service
2024-11-01,0.0,Relational Database Service
2024-12-01,0.0,Relational Database Service
2025-01-01,0.24498683493320228,Relational Database Service
2025-02-01,0.0,Relational Database Service
2025-03-01,43.0955383285015,Relational Database Service
2025-04-01,25.49195567848068,Relational Database Service
2025-05-01,76.90322905836476,Relational Database Service
2025-06-01,133.26932641692892,Relational Database Service
2025-07-01,11.443868255143387,Relational Database Service
2025-08-01,29.42265315694788,Relational Database Service
2025-09-01,95.96409739288896,Relational Database Service
2025-10-01,183.27303265788592,Relational Database Service
2025-11-01,150.84036641585,Relational Database Service
2025-12-01,155.79307109343702,Relational Database Service
2026-01-01,155.2891903419044,Relational Database Service
2026-02-01,138.1655747773721,Relational Database Service
2026-03-01,197.31892730163673,Relational Database Service
2026-04-01,175.5221729733911,Relational Database Service
2026-05-01,226.96331638598716,Relational Database Service
2026-06-01,284.8240489493433,Relational Database Service
2026-07-01,164.5866327203888,Relational Database Service
2026-08-01,181.770396356317,Relational Database Service
2026-09-01,244.70593628754307,Relational Database Service
2026-10-01,335.3043625021603,Relational Database Service
2024-11-01,0.0020749381076367503,S3
2024-12-01,0.0017604426017503142,S3
2025-01-01,0.002087979669925729,S3
2025-02-01,0.001718347760179767,S3
2025-03-01,0.0021785470063743944,S3
2025-04-01,0.001768493484671732,S3
2025-05-01,0.0030343027738193445,S3
2025-06-01,0.006008691258485656,S3
2025-07-01,0.028283341423573468,S3
2025-08-01,0.3592739604872632,S3
2025-09-01,0.5653190089251858,S3
2025-10-01,0.6184938231179296,S3
2025-11-01,0.7450713866975609,S3
2025-12-01,0.9909758108974545,S3
2026-01-01,1.216565533642704,S3
2026-02-01,1.291870449036751,S3
2026-03-01,1.6445073063943159,S3
2026-04-01,1.8058566252820119,S3
2026-05-01,2.088050045452936,S3
2026-06-01,2.2380617278086747,S3
2026-07-01,2.556352951362525,S3
2026-08-01,2.7770170663926144,S3
2026-09-01,2.7378698328522932,S3
2026-10-01,2.8631268191214687,S3
2024-11-01,1.2896528866762055e-05,SNS
2024-12-01,1.1884942110827317e-05,SNS
2025-01-01,1.3193329251322872e-05,SNS
2025-02-01,9.745497382712007e-06,SNS
2025-03-01,1.3630525560494332e-05,SNS
2025-04-01,1.2337632749292014e-05,SNS
2025-05-01,1.2654199465698876e-05,SNS
2025-06-01,1.0476616498784281e-05,SNS
2025-07-01,1.2520921681888251e-05,SNS
2025-08-01,5.804518025491193e-06,SNS
2025-09-01,2.4201266979804716e-06,SNS
2025-10-01,9.391659599092788e-07,SNS
2025-11-01,0.0,SNS
2025-12-01,0.0,SNS
2026-01-01,0.0,SNS
2026-02-01,0.0,SNS
2026-03-01,0.0,SNS
2026-04-01,0.0,SNS
2026-05-01,0.0,SNS
2026-06-01,0.0,SNS
2026-07-01,0.0,SNS
2026-08-01,0.0,SNS
2026-09-01,0.0,SNS
2026-10-01,0.0,SNS
2024-11-01,0.00028779544167774313,SQS
2024-12-01,2.089973009637842e-05,SQS
2025-01-01,2.3084153132388604e-07,SQS
2025-02-01,2.0863274355830512e-06,SQS
2025-03-01,1.609666321295923e-06,SQS
2025-04-01,2.2004944290329936e-06,SQS
2025-05-01,1.3885869883328168e-06,SQS
2025-06-01,0.0,SQS
2025-07-01,0.0,SQS
2025-08-01,0.0,SQS
2025-09-01,1.0850449501676392e-06,SQS
2025-10-01,3.593503911648674e-05,SQS
2025-11-01,0.0004517089697158518,SQS
2025-12-01,0.00019964320743413026,SQS
2026-01-01,0.00017686914350119635,SQS
2026-02-01,0.00016050253836842677,SQS
2026-03-01,0.0001779218417667015,SQS
2026-04-01,0.00017209161809663304,SQS
2026-05-01,0.00017719982559727792,SQS
2026-06-01,0.00016989847980295432,SQS
2026-07-01,0.00017522143670629453,SQS
2026-08-01,0.0001753193413046189,SQS
2026-09-01,0.0001713666329385779,SQS
2026-10-01,0.00021162985424114778,SQS
2024-11-01,1.1479896757970767,Secrets Manager
2024-12-01,1.2083944044727437,Secrets Manager
2025-01-01,1.2151161732867966,Secrets Manager
2025-02-01,1.1955196497080027,Secrets Manager
2025-03-01,1.2143948480971576,Secrets Manager
2025-04-01,1.2011348078570996,Secrets Manager
2025-05-01,1.2122118573337965,Secrets Manager
2025-06-01,1.2019623039716785,Secrets Manager
2025-07-01,1.2080626280584286,Secrets Manager
2025-08-01,2.66964006958231,Secrets Manager
2025-09-01,3.6620374015918635,Secrets Manager
